,order_id,quantity,item_name,choice_description,item_price
2625,1043,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]",$11.75 
3915,1571,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]",$11.25 
2195,885,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]",$11.75 
1454,590,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese]]",$8.75 
994,408,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
138,62,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
1629,657,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
1783,721,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
3444,1384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
1251,509,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
3049,1214,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 
1081,446,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.75 
1159,478,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.89 
1138,470,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",$8.75 
1088,449,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
1367,559,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
1887,762,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
2354,938,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
3262,1306,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
3302,1324,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
3328,1333,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
3722,1487,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
1606,650,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 
3296,1322,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Guacamole, Cheese, Sour Cream]]",$11.25 
3400,1364,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Guacamole, Cheese, Sour Cream]]",$11.25 
1552,630,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole, Lettuce]]",$11.25 
844,347,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",$11.25 
4085,1636,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",$11.25 
4349,1737,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",$11.25 
496,207,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans]]",$11.25 
1407,573,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce]]",$8.75 
2312,926,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce]]",$8.75 
3315,1329,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce]]",$8.75 
3451,1388,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
2612,1037,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
3629,1453,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
1618,654,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
404,176,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
1713,691,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
1954,791,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.75 
2398,953,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
2786,1106,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
1825,738,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.39 
1873,759,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
3421,1373,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
3039,1209,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
4048,1620,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
4435,1767,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$17.50 
3129,1248,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
4483,1786,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
1208,493,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3964,1588,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
43,20,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
2900,1154,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4299,1715,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4384,1749,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
1505,612,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.89 
3256,1304,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.25 
1861,754,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
4138,1656,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
81,36,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
756,312,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
637,263,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
2292,921,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
2342,934,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
3435,1380,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4072,1630,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4403,1757,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
2976,1184,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
2977,1184,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4082,1634,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$18.50 
3757,1504,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4249,1696,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4421,1763,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
242,106,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.75 
636,263,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.75 
3955,1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.75 
3670,1469,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4108,1645,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4331,1729,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4431,1766,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
586,240,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
959,394,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
2270,913,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
2437,968,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
2775,1102,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
2566,1016,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
2726,1082,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
1323,540,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 
761,314,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
1459,592,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
2096,846,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
2685,1067,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
3351,1343,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
4519,1797,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$8.75 
1202,491,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",$11.75 
1715,691,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",$11.75 
3959,1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",$8.75 
3974,1592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",$8.75 
4495,1788,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
4427,1764,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$23.50 
604,249,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
2173,877,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
3285,1318,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
3830,1535,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
88,39,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
239,104,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
373,162,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
652,270,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",$9.25 
2947,1171,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
3130,1248,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
4114,1648,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
3528,1418,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
3858,1547,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
4447,1772,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
3856,1546,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
4610,1830,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
4618,1833,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
1004,412,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",$8.75 
3453,1389,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",$8.75 
1278,520,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",$8.75 
2388,949,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]",$8.75 
570,234,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]",$9.25 
4504,1791,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1469,597,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1517,618,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1521,620,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1635,660,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1773,716,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",$11.75 
1429,578,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",$22.50 
2690,1069,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",$11.25 
1388,564,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",$11.75 
1939,785,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Lettuce, Guacamole]]",$11.75 
2304,926,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Lettuce]]",$9.25 
2692,1070,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole, Rice]]",$11.25 
966,396,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
1249,509,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
4162,1662,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
2184,881,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 
2629,1044,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
2144,864,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
2879,1144,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
693,286,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce]]",$8.75 
3236,1295,2,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Pinto Beans, Rice]]",$17.50 
3919,1573,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Rice, Black Beans]]",$8.75 
1903,768,2,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Rice]]",$18.50 
1730,698,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Cheese]]",$8.75 
494,207,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese]]",$9.25 
2606,1034,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese]]",$11.25 
2984,1188,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese]]",$11.25 
2065,833,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Guacamole, Lettuce]]",$11.25 
3009,1196,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Guacamole, Lettuce]]",$11.25 
1689,684,1,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Guacamole, Rice, Lettuce]]",$11.75 
1963,793,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Guacamole]]",$11.75 
534,223,2,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Cheese, Rice]]",$18.50 
1515,617,1,Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]",$8.75 
3950,1584,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]",$9.25 
763,315,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$9.25 
453,195,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$9.25 
426,185,2,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$17.50 
2529,1006,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce]]",$8.75 
2894,1151,1,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Rice, Guacamole, Lettuce]]",$11.75 
2070,835,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",$8.75 
2497,992,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",$8.75 
3885,1558,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",$8.75 
486,205,1,Chicken Burrito,"[Fresh Tomato Salsa, Cheese]",$8.75 
61,28,1,Steak Soft Tacos,"[Fresh Tomato Salsa, Cheese]",$9.25 
2422,962,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Fajita Vegetables]",$8.75 
315,137,2,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$17.50 
568,234,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$8.75 
585,240,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",$8.75 
485,205,1,Barbacoa Crispy Tacos,"[Fresh Tomato Salsa, Guacamole]",$11.75 
3546,1426,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, Guacamole]",$11.89 
1744,704,1,Steak Bowl,"[Fresh Tomato Salsa, Guacamole]",$11.75 
2231,899,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, Guacamole]",$11.75 
3710,1483,1,Steak Soft Tacos,"[Fresh Tomato Salsa, Guacamole]",$11.75 
946,389,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",$8.75 
1460,592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",$8.75 
4520,1797,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",$8.75 
3406,1367,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",$9.25 
607,250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",$9.39 
4481,1786,1,Chicken Bowl,"[Fresh Tomato Salsa, Rice]",$8.75 
1049,432,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
1166,481,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
1434,581,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
1565,635,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
2045,823,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
2286,918,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
3636,1454,3,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$26.25 
4148,1660,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
4179,1669,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
3638,1454,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Rice]",$8.75 
3635,1454,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, Rice]",$8.75 
3637,1454,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, Rice]",$8.75 
1725,696,1,Steak Bowl,"[Fresh Tomato Salsa, Rice]",$9.25 
1890,763,1,Steak Bowl,"[Fresh Tomato Salsa, Rice]",$9.25 
2275,915,1,Steak Bowl,"[Fresh Tomato Salsa, Rice]",$9.25 
354,153,2,Chicken Soft Tacos,"[Fresh Tomato Salsa, Sour Cream]",$17.50 
92,40,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, Sour Cream]",$9.25 
2732,1085,1,Steak Soft Tacos,"[Fresh Tomato Salsa, Sour Cream]",$9.25 
1014,416,1,Chicken Bowl,[Fresh Tomato Salsa],$8.75 
2260,910,1,Chicken Bowl,[Fresh Tomato Salsa],$8.75 
3311,1327,1,Chicken Bowl,[Fresh Tomato Salsa],$8.75 
724,299,1,Chicken Burrito,[Fresh Tomato Salsa],$8.75 
3634,1454,3,Chicken Burrito,[Fresh Tomato Salsa],$26.25 
3310,1327,1,Chicken Salad Bowl,[Fresh Tomato Salsa],$8.75 
4012,1606,1,Chicken Salad Bowl,[Fresh Tomato Salsa],$8.75 
1560,634,1,Chicken Soft Tacos,[Fresh Tomato Salsa],$8.75 
2214,892,1,Steak Bowl,[Fresh Tomato Salsa],$9.25 
3503,1407,1,Steak Crispy Tacos,[Fresh Tomato Salsa],$9.25 
4130,1654,1,Steak Soft Tacos,[Fresh Tomato Salsa],$9.25 
24,12,1,Izze,[Grapefruit],$3.39 
360,155,1,Izze,[Grapefruit],$3.39 
430,186,1,Izze,[Grapefruit],$3.39 
580,237,1,Izze,[Grapefruit],$3.39 
4510,1793,1,Barbacoa Bowl,[Guacamole],$11.49 
3141,1253,1,6 Pack Soft Drink,[Lemonade],$6.49 
4535,1803,1,6 Pack Soft Drink,[Lemonade],$6.49 
346,149,1,Canned Soft Drink,[Lemonade],$1.25 
505,212,1,Canned Soft Drink,[Lemonade],$1.25 
670,277,1,Canned Soft Drink,[Lemonade],$1.25 
704,289,1,Canned Soft Drink,[Lemonade],$1.25 
709,291,1,Canned Soft Drink,[Lemonade],$1.25 
785,323,1,Canned Soft Drink,[Lemonade],$1.25 
917,379,3,Canned Soft Drink,[Lemonade],$3.75 
938,387,1,Canned Soft Drink,[Lemonade],$1.25 
1243,507,1,Canned Soft Drink,[Lemonade],$1.25 
1245,507,1,Canned Soft Drink,[Lemonade],$1.25 
1377,561,2,Canned Soft Drink,[Lemonade],$2.50 
1509,613,1,Canned Soft Drink,[Lemonade],$1.25 
1561,634,1,Canned Soft Drink,[Lemonade],$1.25 
1619,654,1,Canned Soft Drink,[Lemonade],$1.25 
1674,677,1,Canned Soft Drink,[Lemonade],$1.25 
1737,700,1,Canned Soft Drink,[Lemonade],$1.25 
1894,764,1,Canned Soft Drink,[Lemonade],$1.25 
2213,892,1,Canned Soft Drink,[Lemonade],$1.25 
2265,912,1,Canned Soft Drink,[Lemonade],$1.25 
2642,1050,1,Canned Soft Drink,[Lemonade],$1.25 
3386,1359,1,Canned Soft Drink,[Lemonade],$1.25 
3721,1486,1,Canned Soft Drink,[Lemonade],$1.25 
3899,1563,1,Canned Soft Drink,[Lemonade],$1.25 
4023,1610,1,Canned Soft Drink,[Lemonade],$1.25 
4103,1644,1,Canned Soft Drink,[Lemonade],$1.25 
4122,1651,1,Canned Soft Drink,[Lemonade],$1.25 
4139,1656,1,Canned Soft Drink,[Lemonade],$1.25 
4376,1746,1,Canned Soft Drink,[Lemonade],$1.25 
4462,1778,1,Canned Soft Drink,[Lemonade],$1.25 
4463,1778,1,Canned Soft Drink,[Lemonade],$1.25 
4494,1787,1,Canned Soft Drink,[Lemonade],$1.25 
51,23,2,Canned Soda,[Mountain Dew],$2.18 
228,100,1,Canned Soda,[Mountain Dew],$1.09 
246,108,1,Canned Soda,[Mountain Dew],$1.09 
248,108,1,Canned Soda,[Mountain Dew],$1.09 
261,113,1,Canned Soda,[Mountain Dew],$1.09 
378,164,1,Canned Soda,[Mountain Dew],$1.09 
807,332,1,Canned Soda,[Mountain Dew],$1.09 
909,376,2,Canned Soda,[Mountain Dew],$2.18 
1057,435,1,Canned Soda,[Mountain Dew],$1.09 
